,AEM CN Equity,AQN CN Equity,ATD CN Equity,BMO CN Equity,BNS CN Equity,ABX CN Equity,BCE CN Equity,BAM CN Equity,BN CN Equity,BIP-U CN Equity,CAE CN Equity,CCO CN Equity,CAR-U CN Equity,CM CN Equity,CNR CN Equity,CNQ CN Equity,CP CN Equity,CTC/A CN Equity,CCL/B CN Equity,CVE CN Equity,GIB/A CN Equity,CSU CN Equity,DOL CN Equity,EMA CN Equity,ENB CN Equity,FM CN Equity,FSV CN Equity,FTS CN Equity,FNV CN Equity,WN CN Equity,GIL CN Equity,H CN Equity,IMO CN Equity,IFC CN Equity,K CN Equity,L CN Equity,MG CN Equity,MFC CN Equity,MRU CN Equity,NA CN Equity,NTR CN Equity,OTEX CN Equity,PPL CN Equity,POW CN Equity,QSR CN Equity,RCI/B CN Equity,RY CN Equity,SAP CN Equity,SHOP CN Equity,SLF CN Equity,SU CN Equity,TRP CN Equity,TECK/B CN Equity,T CN Equity,TRI CN Equity,TD CN Equity,TOU CN Equity,WCN CN Equity,WPM CN Equity,WSP CN Equity
,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP,CUR_MKT_CAP
2025-05-16,74890.9542,5996.108,65454.3665,104083.4462,89642.1877,42883.284,27793.0118,134615.1103,137555.7027,29999.0959,11369.4113,31220.9294,7206.9254,87160.7183,94895.5327,89990.2169,106071.991,9376.38,13714.9432,34956.867,34096.571,107375.1514,47023.1339,17950.8015,136769.2484,16292.0458,11467.9292,33057.3192,42877.6341,34095.5302,10624.1002,29768.1475,51596.7974,53363.723,23612.2202,65663.6603,14447.3966,76929.1523,22728.6994,50309.9994,39514.3897,10214.6254,30479.9582,32126.6664,44862.5345,19688.1803,248770.9681,10896.5095,200977.2706,49908.5648,61653.246,72441.0969,24951.3071,33402.3625,120511.1461,155932.5372,23512.5632,69326.909,49806.9674,35582.7502
