AEM CN Equity,AQN CN Equity,ATD CN Equity,BMO CN Equity,BNS CN Equity,ABX CN Equity,BCE CN Equity,BAM CN Equity,BN CN Equity,BIP-U CN Equity,CAE CN Equity,CCO CN Equity,CAR-U CN Equity,CM CN Equity,CNR CN Equity,CNQ CN Equity,CP CN Equity,CTC/A CN Equity,CCL/B CN Equity,CVE CN Equity,GIB/A CN Equity,CSU CN Equity,DOL CN Equity,EMA CN Equity,ENB CN Equity,FM CN Equity,FSV CN Equity,FTS CN Equity,FNV CN Equity,WN CN Equity,GIL CN Equity,H CN Equity,IMO CN Equity,IFC CN Equity,K CN Equity,L CN Equity,MG CN Equity,MFC CN Equity,MRU CN Equity,NA CN Equity,NTR CN Equity,OTEX CN Equity,PPL CN Equity,POW CN Equity,QSR CN Equity,RCI/B CN Equity,RY CN Equity,SAP CN Equity,SHOP CN Equity,SLF CN Equity,SU CN Equity,TRP CN Equity,TECK/B CN Equity,T CN Equity,TRI CN Equity,TD CN Equity,TOU CN Equity,WCN CN Equity,WPM CN Equity,WSP CN Equity
90.91,18.74,46.49,74.6,56.58,37.08,57.58,,37.7415,39.3467,19.73,16.12,48.42,46.77,129.5,11.775,74.184,121.58,44.93,6.07,89.2,1561.248,49.6,56.2,41.61,13.46,141.14,54.75,203.78,106.57,23.37,27.84,22.08,139.88,10.72,70.35,64.75,19.14,58.93,63.0,45.07,58.51,33.66,24.72,78.23,57.27,95.86,34.54,126.135,52.92,23.0,54.9957,15.24,23.85,99.5999,61.68,12.67,138.97,65.42,86.16
93.0,18.3,46.74,74.38,56.06,38.05,56.7,,37.3875,39.0333,20.28,16.21,48.48,46.645,129.8,11.555,73.812,119.51,45.02,5.94,90.15,1559.045,49.48,55.98,41.28,13.0,142.75,54.22,208.48,105.43,22.59,27.88,21.64,139.34,11.1,70.17,64.41,19.04,58.83,63.31,43.98,60.02,33.46,24.55,77.17,55.53,94.94,33.92,136.8,52.76,22.64,54.1303,15.3,23.56,99.1331,61.72,12.52,137.89,66.94,86.14
92.78,17.98,45.56,75.08,56.39,37.99,56.43,,37.6691,39.0467,20.54,15.72,47.75,47.075,128.69,12.765,73.002,119.43,44.64,6.62,87.8,1530.622,48.13,55.36,41.75,12.58,139.75,53.61,209.42,103.56,22.68,27.67,23.42,137.04,11.33,68.79,64.41,19.17,58.19,63.08,44.29,60.1,33.89,24.5,76.59,55.79,95.7,33.16,128.08,52.89,24.48,54.9138,14.75,23.44,98.1475,61.92,13.06,135.41,68.88,84.78
93.91,18.07,45.93,74.8,56.31,38.25,55.89,,37.2748,38.2067,20.3,16.07,48.39,46.88,129.87,12.585,73.094,119.95,44.42,6.68,87.63,1532.601,48.37,54.98,42.16,12.25,141.84,53.43,211.89,103.83,22.69,27.67,22.76,138.42,11.34,68.42,64.77,19.0,58.3,62.93,44.4,60.3,34.24,24.2,77.21,54.96,95.39,32.67,128.24,53.26,23.96,54.9138,14.5,23.0,97.9401,61.5,13.0,136.07,70.09,84.0
92.66,17.99,45.99,74.24,55.98,37.46,55.81,,36.5507,38.2067,20.06,16.08,47.87,46.855,128.3,12.14,73.73,119.33,44.17,6.66,87.71,1522.123,47.38,54.97,41.91,12.19,151.77,52.97,209.11,104.1,22.78,27.8,22.49,137.62,11.02,69.46,64.76,18.9,58.49,62.53,44.49,60.41,33.66,24.1,76.41,55.1,95.11,32.59,124.446,53.15,23.04,54.4947,15.5,22.82,96.2387,61.23,12.94,134.59,68.1,83.39
96.41,17.78,45.85,73.73,55.55,38.18,55.88,,36.1806,38.1733,19.73,16.0,47.56,46.69,129.53,12.195,73.54,119.92,44.28,6.73,86.69,1507.219,47.29,54.27,41.96,12.06,155.22,52.56,212.99,103.47,22.39,27.67,22.43,137.36,11.3,69.13,64.11,18.68,58.36,62.09,44.0,59.71,33.39,23.91,76.31,54.33,93.72,32.12,124.701,53.2,22.42,54.9229,15.01,22.91,95.0457,60.58,12.99,133.39,71.93,82.85
99.05,17.93,46.22,74.17,55.4,39.98,56.05,,36.253,38.2533,19.75,16.21,47.52,46.58,129.45,12.545,74.0,122.54,44.7,6.75,88.11,1522.444,47.9,54.73,42.2,11.86,156.97,53.09,218.69,103.54,22.64,27.91,22.59,140.57,11.62,69.25,64.99,18.65,58.28,62.87,44.59,59.85,33.15,24.13,75.46,54.61,93.4,32.2,130.525,53.52,22.5,54.604,14.81,23.07,94.9109,60.08,12.85,133.97,75.14,83.33
100.46,18.04,46.36,73.96,55.04,39.49,56.26,,36.6312,38.08,19.88,16.03,48.4,46.31,128.38,12.13,73.392,120.81,44.81,6.35,87.28,1526.801,47.77,55.19,42.22,12.05,156.77,53.65,218.3,102.67,23.25,27.87,21.82,139.1,11.73,68.8,63.79,18.53,58.17,62.72,44.26,59.16,32.95,23.75,74.36,54.62,92.49,32.76,131.199,52.52,21.57,54.8682,14.51,22.93,95.4607,59.64,12.8,133.61,74.33,83.41
97.71,18.13,47.05,75.07,55.67,38.35,56.2,,36.4059,37.7133,20.25,14.02,48.69,46.6,131.75,12.4,74.75,123.5,45.66,6.42,93.34,1498.622,48.0,56.0,43.52,12.02,157.87,53.93,215.59,103.06,23.94,28.12,22.45,143.28,11.76,69.79,64.07,18.58,58.29,63.48,44.73,59.99,33.68,24.16,75.86,54.76,93.08,32.56,140.123,52.94,21.89,55.8976,14.49,23.08,96.7574,59.91,13.13,135.42,73.17,85.75
101.46,18.55,47.46,75.43,55.78,38.04,56.57,,36.2772,37.7267,20.31,13.79,48.47,46.795,131.19,12.04,74.062,123.51,45.84,6.17,95.62,1549.804,48.48,55.35,43.38,11.36,159.6,54.82,212.0,102.87,24.11,28.39,22.01,147.01,11.7,70.0,63.99,18.45,58.68,63.9,44.83,60.43,33.0,24.12,77.2,55.38,93.24,32.78,141.298,53.44,21.79,55.7792,13.88,23.36,97.1413,59.91,13.31,137.13,71.1,85.6
106.37,18.48,46.55,73.28,55.01,38.71,56.16,,34.8049,37.3267,19.99,13.62,48.57,46.365,130.84,11.815,73.674,123.49,44.56,5.96,95.67,1544.307,48.98,55.75,42.87,11.32,160.2,54.55,214.1,101.17,23.77,28.54,20.95,146.24,12.5,69.49,61.91,17.95,58.76,63.24,43.62,60.29,32.55,23.77,75.65,54.7,92.4,32.78,136.978,52.21,21.07,55.6152,13.57,23.23,96.9545,59.27,13.62,136.9,72.67,84.11
108.62,18.39,46.28,73.0,55.23,39.71,56.88,,34.3221,37.22,19.21,13.92,47.73,46.18,129.82,12.185,72.322,124.46,45.21,6.18,94.15,1558.665,49.13,55.53,43.95,11.73,159.54,54.62,217.09,101.14,23.82,28.4,21.87,145.05,12.9,69.77,63.28,17.99,58.99,63.83,46.7,60.36,33.92,23.86,77.2,56.32,92.49,32.93,143.556,51.87,21.45,57.7105,14.05,23.94,98.2409,59.57,14.18,134.55,74.83,83.79
110.83,18.15,46.5,74.41,55.92,39.6,56.38,,34.7485,37.7467,20.09,13.8,48.43,46.775,130.73,12.515,72.702,128.57,45.12,6.61,94.72,1549.795,49.38,54.66,43.65,12.65,159.52,53.75,213.29,100.85,24.13,27.78,22.21,144.27,13.1,69.9,64.77,18.83,58.39,63.87,47.47,60.98,33.87,24.57,76.64,55.55,93.8,33.14,145.362,53.53,22.07,57.8289,14.87,23.83,98.4173,60.18,14.83,134.53,74.65,85.59
111.9,18.09,46.56,74.3,56.17,39.27,57.07,,34.7405,38.2267,20.81,13.72,48.25,46.82,132.45,12.88,74.29,120.49,45.27,6.58,95.51,1590.567,49.92,54.35,44.02,12.92,159.23,53.5,207.78,100.72,23.71,27.49,21.98,146.51,12.98,69.97,65.31,19.4,58.71,63.89,46.86,61.57,34.49,25.23,73.42,55.67,94.59,34.99,144.66,53.98,21.85,58.3026,15.15,24.01,102.4735,60.49,15.7,137.21,73.7,86.97
110.1,18.36,46.1,75.25,56.9,38.56,56.73,,34.7968,38.28,20.37,13.87,47.91,47.375,133.9,13.365,75.476,122.77,48.88,6.52,95.71,1513.438,50.13,54.42,44.17,11.89,156.01,53.8,205.59,100.76,24.52,27.74,21.7,144.9,12.58,69.81,65.82,19.59,58.54,64.91,47.45,61.28,33.55,25.44,71.84,54.99,95.4,35.49,140.804,55.0,21.62,58.4392,14.86,24.15,103.8532,61.2,16.31,136.45,70.79,87.19
109.38,18.35,45.5,76.6,57.84,38.32,56.85,,35.3841,39.0867,21.19,13.78,49.07,47.97,135.47,13.555,76.602,126.55,49.54,6.77,94.18,1477.666,49.1,54.55,44.81,12.07,155.21,54.13,203.62,100.19,25.32,27.86,22.3,143.43,12.48,69.53,67.56,19.93,58.31,65.51,49.0,59.65,34.52,26.06,73.18,55.1,96.23,36.13,134.308,56.12,22.6,59.3684,15.24,24.21,102.8469,62.0,16.27,133.88,70.5,87.07
102.79,18.11,45.58,77.58,58.24,34.87,57.23,,36.2691,39.3667,21.94,13.53,49.07,48.355,135.87,13.645,77.4,128.14,50.96,6.76,93.58,1520.388,48.85,54.18,44.66,11.91,153.0,53.87,189.47,100.57,25.49,28.04,22.41,143.73,11.33,70.2,69.7,20.45,58.14,65.58,51.19,58.42,35.28,26.68,73.79,55.69,97.66,35.98,129.563,56.61,22.62,59.3411,15.35,24.36,102.9195,63.13,16.04,132.5,65.5,86.6
102.53,18.12,44.84,78.65,58.75,34.72,57.27,,36.1163,40.12,21.7,13.87,48.71,48.82,136.43,13.515,78.302,129.22,50.7,6.94,93.07,1504.675,48.4,54.27,45.09,12.09,151.5,54.2,191.31,100.54,25.43,27.87,22.93,141.51,11.31,70.35,70.82,20.55,58.75,65.81,51.09,57.72,35.79,26.5,72.04,55.52,98.04,35.62,131.164,56.88,23.09,59.6782,15.22,24.38,103.9984,63.97,16.72,132.6,65.62,87.65
104.61,18.27,45.22,77.79,58.18,35.92,56.72,,35.4163,39.5467,21.14,13.83,47.51,48.485,135.59,13.415,77.672,129.52,49.95,6.78,92.4,1479.898,48.55,53.38,43.43,11.91,152.8,53.89,196.03,99.71,25.59,27.67,22.6,142.48,11.66,70.73,69.25,20.3,59.66,65.9,51.06,57.93,35.24,26.29,71.86,55.43,97.65,35.66,132.251,56.52,22.47,59.0223,15.07,24.1,103.1374,63.48,16.68,132.19,67.2,87.31
104.78,18.06,45.51,78.03,57.68,35.79,56.76,,35.8749,39.2867,21.14,13.84,46.79,48.585,135.9,13.515,77.856,129.19,50.18,6.81,91.65,1480.181,49.05,53.35,43.53,12.1,149.61,53.38,195.62,99.58,26.0,27.53,22.63,142.33,11.57,70.79,69.72,19.98,60.33,66.41,50.93,57.79,35.29,26.11,72.11,55.79,97.46,35.34,130.836,56.71,22.57,59.0587,15.0,24.24,103.3656,63.43,17.09,132.41,67.01,86.79
108.9,18.0,45.39,77.78,57.21,39.84,56.44,,36.5427,38.86,20.89,13.71,47.34,48.665,137.43,13.385,78.774,130.65,49.71,6.89,91.09,1472.354,49.53,53.36,43.42,12.4,152.5,53.15,202.07,99.58,26.22,27.64,22.68,141.26,12.27,70.71,69.54,19.77,59.87,66.41,51.43,57.53,35.47,25.73,71.78,55.74,97.1,35.24,133.603,55.96,22.45,59.3047,15.56,24.06,103.0336,62.96,17.3,131.97,69.87,86.44
108.29,18.2,45.35,77.31,57.03,39.59,56.91,,35.6577,38.4467,20.69,13.68,46.64,48.305,137.62,13.23,79.248,130.19,49.66,6.64,91.11,1466.213,50.07,53.76,43.41,12.67,154.78,52.81,200.0,100.42,26.69,27.83,22.17,143.15,12.14,71.0,69.08,19.67,60.2,66.27,52.13,57.65,35.31,25.75,72.29,56.14,97.32,35.05,134.861,55.74,22.12,59.2682,15.61,24.22,103.2826,62.4,17.27,131.67,69.58,87.79
106.39,18.36,45.4,77.01,56.58,38.26,57.06,,35.9151,39.0667,19.94,14.0,46.22,48.935,137.95,13.15,78.93,131.3,50.87,6.58,90.85,1467.909,51.35,54.11,43.32,13.49,158.17,53.07,195.59,100.26,25.96,27.75,22.06,141.9,11.67,70.9,68.77,19.76,59.95,66.64,51.37,58.0,35.41,25.75,71.92,55.84,97.69,35.14,133.512,56.04,21.87,59.414,16.72,24.18,104.1748,62.43,17.8,131.63,68.12,87.52
106.68,18.27,45.93,76.07,56.04,39.51,57.24,,35.5531,38.88,19.95,14.45,47.6,48.81,138.33,13.04,78.662,131.09,50.08,6.49,91.41,1519.793,53.11,53.6,43.22,12.9,162.2,52.8,199.42,99.84,25.62,27.64,21.85,141.24,11.77,70.75,67.36,19.56,59.83,66.75,50.45,58.86,34.93,25.48,71.88,55.46,97.92,34.44,137.014,55.89,21.45,59.1225,15.62,24.15,105.098,62.2,17.77,131.13,69.2,87.7
104.86,18.45,45.26,75.48,55.55,38.6,57.56,,35.9151,39.3333,19.2,13.91,47.49,48.975,139.47,12.775,78.724,132.13,50.04,6.16,92.0,1500.679,52.86,54.04,43.24,12.39,163.06,53.21,195.84,99.58,25.98,27.96,21.43,141.94,11.41,71.1,66.79,19.49,60.54,67.01,49.23,58.61,34.65,25.55,71.02,55.89,97.92,34.23,134.676,56.32,20.89,59.5233,14.97,24.21,105.5026,62.2,17.51,131.06,68.36,88.1
104.0,18.47,45.43,76.85,56.48,38.27,57.7,,36.2852,40.4533,19.61,14.05,47.51,49.495,140.1,13.335,78.882,132.33,49.89,6.47,91.71,1491.575,52.03,54.27,43.36,12.26,162.35,53.2,193.97,99.84,27.11,27.68,22.58,141.81,11.25,71.13,67.59,19.97,60.61,67.63,51.63,58.44,34.53,26.1,72.01,56.08,98.94,34.69,132.093,57.19,21.96,59.2591,15.15,24.43,106.011,64.01,17.85,132.35,67.68,89.12
103.53,18.31,44.68,81.23,56.1,37.85,57.75,,35.714,39.66,20.16,14.56,47.29,49.7,139.9,13.395,78.738,134.23,49.99,6.5,90.58,1464.673,51.47,53.86,43.04,12.1,162.16,53.01,194.02,98.87,26.57,27.72,22.54,142.52,11.25,70.33,66.74,19.88,59.91,68.05,50.08,58.38,34.08,26.05,71.48,55.82,99.92,34.18,136.511,55.96,21.92,58.2935,14.71,24.49,104.4652,64.55,17.87,133.82,67.7,87.78
106.2,18.15,44.81,83.56,56.71,38.66,57.53,,36.2852,39.6133,20.21,14.66,46.9,51.03,140.09,13.11,78.778,138.8,49.47,6.35,92.82,1512.785,52.62,53.75,42.29,12.42,164.04,53.31,197.4752,98.42,26.55,27.62,22.09,142.69,11.45,69.68,66.74,19.97,59.99,71.0,50.09,59.52,32.87,26.3,71.72,55.8,101.4,33.72,143.441,56.23,21.42,57.3552,15.11,24.29,105.2952,66.37,17.36,133.8,69.79,88.36
104.13,18.18,45.05,83.67,57.525,37.48,57.72,,36.6634,39.4733,20.75,14.86,46.86,52.005,140.33,13.135,79.076,138.96,49.38,6.32,92.93,1487.54,52.04,53.46,42.57,12.69,163.06,52.78,195.16,98.7,26.86,27.45,21.94,142.4,11.1,69.81,66.01,20.01,59.89,71.4,49.14,60.2,32.96,26.7,71.62,56.07,101.9,33.73,138.02,56.91,21.59,57.1001,14.92,24.44,105.3055,66.4,17.47,132.62,67.48,89.08
107.44,18.01,43.87,82.83,56.79,38.26,57.05,,36.7277,38.7267,21.51,15.3,47.1,52.06,139.3,13.19,78.38,138.42,49.18,6.42,92.89,1470.901,51.83,53.31,42.66,13.07,164.0,52.14,195.57,96.15,26.5,27.23,22.12,141.77,11.65,68.4,66.3,19.91,59.34,71.5,48.75,60.42,33.08,26.34,72.59,55.72,101.07,32.88,136.243,55.97,21.76,56.6811,15.42,24.29,104.7557,65.78,17.19,131.4,69.47,89.0
107.54,18.08,42.865,82.78,56.37,38.64,56.06,,35.4163,37.86,20.68,15.11,45.0,51.78,137.06,12.86,77.178,136.45,48.21,6.16,91.62,1471.808,50.92,53.25,41.73,12.91,163.21,52.17,196.17,94.23,25.29,27.0,21.51,139.71,11.58,67.41,63.52,19.24,58.92,71.7,48.31,59.16,32.3,26.04,70.67,54.26,99.33,32.54,139.323,54.44,20.93,55.5605,15.04,24.02,103.4382,65.07,16.57,130.44,69.66,88.49
106.08,18.24,43.02,81.9,55.62,38.34,55.74,,35.6979,38.3333,20.83,15.1,45.42,52.05,137.66,13.05,77.352,136.65,49.0,6.2,93.61,1501.498,51.69,52.86,42.11,13.53,166.46,51.77,194.76,93.54,26.01,27.14,21.6,141.48,11.45,66.89,65.98,19.45,58.57,71.79,49.04,60.13,32.54,26.15,71.83,54.35,99.03,32.42,148.702,54.88,21.14,55.597,15.58,24.14,105.3781,64.99,16.71,130.91,69.28,88.61
107.01,18.53,45.98,81.94,55.88,38.64,57.05,,36.414,40.1133,20.76,14.71,45.2,52.04,137.05,12.96,77.374,139.0,48.96,6.1,96.1,1506.927,51.44,53.86,42.52,13.38,168.85,53.11,195.74,97.14,26.96,27.71,20.87,139.2,11.52,68.6,67.07,19.63,59.83,72.65,50.02,61.35,32.76,26.6,74.62,56.9,99.14,33.44,140.172,55.77,20.77,55.6243,15.58,24.6,107.2454,64.94,16.3,133.94,69.9,90.33
105.17,18.13,45.8,81.42,55.29,38.36,56.37,,35.6416,40.06,19.75,14.29,44.53,52.14,136.17,12.875,76.81,135.88,47.89,6.28,93.0,1480.073,51.01,53.49,42.09,12.76,165.48,52.51,194.39,95.31,26.4,27.35,20.92,137.75,11.44,67.97,64.82,19.2,59.36,72.59,49.0,58.53,32.41,25.91,74.26,56.74,97.84,32.75,133.015,54.69,20.67,55.597,14.91,24.07,105.347,64.17,16.08,132.24,69.07,88.3
102.87,17.89,44.84,81.37,55.34,37.9,55.84,,34.9336,39.52,19.86,14.18,43.85,52.045,135.38,12.855,75.826,134.93,47.36,6.06,91.04,1435.568,49.42,53.12,41.24,12.93,163.71,52.01,190.11,93.89,26.54,27.06,20.91,136.82,11.27,66.78,63.59,19.16,58.75,72.58,49.21,56.9,32.02,25.65,73.18,55.52,96.91,32.31,127.0,54.38,20.24,54.2032,15.35,23.8,103.0025,63.42,16.07,129.62,67.4,88.24
105.25,18.19,44.15,80.16,54.85,38.65,56.45,,34.5715,39.4667,19.86,13.98,44.29,51.785,134.62,11.815,75.928,132.45,47.54,5.54,89.95,1443.005,48.77,54.21,41.23,12.45,165.08,53.24,192.24,94.43,26.6,27.59,19.64,136.55,11.32,66.8,63.15,19.06,58.76,71.85,48.84,56.22,31.85,26.02,73.85,55.54,96.29,32.09,121.448,54.23,18.52,54.3034,15.0,23.9,103.3967,63.07,15.5,130.71,68.66,87.42
109.46,18.45,46.55,80.72,55.44,40.11,56.99,,34.8209,40.5467,19.62,14.31,44.06,51.95,137.25,12.125,77.532,134.84,47.95,5.59,93.14,1478.436,49.11,54.92,41.76,12.86,169.97,53.96,198.03,96.24,26.3,27.86,19.81,138.55,12.05,68.55,63.89,19.44,60.72,72.57,50.02,56.95,32.3,26.4,73.4,55.38,97.5,32.74,125.026,55.31,18.5,55.433,15.44,23.85,105.0462,63.68,15.87,131.86,72.18,88.8
108.35,18.2,44.99,79.83,55.19,39.7,56.52,,34.4991,39.64,19.38,14.13,43.66,51.15,136.87,11.92,78.086,133.43,48.1,5.37,90.58,1467.695,49.32,54.16,40.98,12.69,170.01,53.12,193.23,95.66,26.25,27.38,19.18,137.97,11.77,68.41,62.46,18.89,60.11,72.33,50.35,56.0,31.31,26.04,72.72,53.96,96.41,32.26,123.388,54.32,18.13,54.7224,15.48,23.58,103.8532,63.01,15.86,130.67,70.37,88.54
108.3,18.36,45.05,80.51,55.38,39.24,56.94,,35.0382,40.3867,19.74,14.42,43.33,51.28,139.09,11.815,79.278,132.46,48.56,5.43,90.18,1465.989,49.5,53.8,41.13,12.72,169.79,53.11,191.09,96.22,26.47,27.39,19.28,140.71,11.6,68.22,63.43,19.06,60.45,72.85,52.37,55.61,31.32,26.07,71.93,53.73,97.18,32.45,120.753,55.05,18.19,55.1051,17.14,23.73,104.6312,63.31,15.65,131.47,69.73,88.43
114.0,18.56,44.89,81.36,55.32,39.46,55.75,,35.1428,40.92,19.69,14.85,43.74,51.38,140.74,11.89,80.484,133.32,47.92,5.4,90.71,1470.053,49.54,54.05,40.73,12.65,169.18,52.86,194.23,96.18,27.08,27.39,19.0,140.88,12.22,68.26,64.13,19.31,60.33,72.8,52.4,55.91,31.31,26.13,74.42,53.26,97.87,32.34,123.122,55.33,17.82,54.686,17.92,23.82,106.1977,63.38,15.69,133.6,70.96,89.88
113.31,18.77,44.64,81.25,55.53,39.53,56.42,,35.3922,42.0267,19.75,14.72,44.84,51.305,142.52,11.78,81.17,133.88,49.25,5.4,91.79,1469.41,50.1,54.65,40.81,13.09,176.4,52.95,195.32,96.3,26.49,27.72,18.98,142.23,12.26,68.66,64.44,19.28,60.62,72.0,52.64,56.38,31.52,26.25,76.71,53.88,98.13,32.86,122.69,55.69,17.62,54.6131,18.08,24.04,107.4322,63.21,15.73,133.78,71.18,91.42
112.66,18.63,43.37,80.64,55.07,39.49,55.75,,35.9554,41.5333,19.0,14.65,45.47,51.17,139.21,12.19,79.576,132.16,47.71,5.74,89.72,1451.573,48.97,53.99,40.81,14.28,171.71,52.33,193.82,95.38,25.57,27.36,19.32,140.77,12.3,67.43,62.77,19.27,60.0,71.34,52.89,55.54,31.77,26.15,74.25,53.31,96.67,32.97,116.653,55.12,17.96,54.3945,18.92,23.93,106.291,62.56,15.9,131.96,70.32,88.5
110.74,18.7,44.24,80.79,55.18,38.18,56.06,,35.6014,41.6467,20.1,14.3,45.68,51.235,140.81,11.785,79.79,130.91,47.85,5.65,89.38,1433.804,49.28,54.04,40.55,14.26,168.73,52.31,192.43,95.81,26.24,27.48,18.85,143.69,12.31,67.99,62.15,19.23,60.2,70.74,53.76,55.37,31.52,26.05,73.39,52.72,96.53,32.56,114.37,55.16,17.85,54.5858,19.58,23.91,105.513,62.53,16.2,132.23,69.25,88.61
106.09,18.57,44.53,80.23,55.15,38.22,55.5,,35.6416,42.6067,19.93,13.87,45.68,50.98,138.68,11.58,79.392,129.4,49.51,5.56,89.55,1423.482,49.17,54.06,40.21,14.61,165.62,52.19,188.01,96.0,26.12,27.14,18.4,141.1,13.17,67.69,60.82,19.11,60.43,69.57,54.99,55.4,30.41,26.7,73.95,51.83,95.47,32.74,119.0,54.82,17.64,55.0868,20.33,23.52,106.0524,62.08,16.9,133.25,67.53,86.22
104.5,18.61,44.95,79.17,54.58,37.44,54.87,,34.8129,41.6133,19.11,13.93,44.81,50.91,137.44,11.045,79.042,124.55,49.05,5.26,89.43,1437.186,49.01,53.88,39.97,13.33,164.2,52.24,187.86,96.4,25.45,27.28,17.57,141.59,12.27,67.76,58.0,18.53,60.48,68.31,53.29,55.29,29.55,26.56,72.5,51.31,94.35,32.56,123.473,53.72,16.89,54.2123,18.96,23.26,106.1769,60.8,16.59,134.65,65.87,84.47
105.07,18.98,46.15,78.04,54.31,37.75,55.77,,35.1267,41.94,18.85,14.14,45.03,50.945,139.86,11.3,80.144,128.67,49.54,5.34,90.82,1470.346,49.91,54.27,40.59,12.9,166.0,52.9,189.35,99.26,26.55,28.04,17.6,144.28,12.24,69.9,57.8,18.45,63.57,67.73,53.99,56.14,29.97,26.83,73.38,51.87,94.32,33.56,126.4,53.96,16.92,55.7336,18.96,23.67,107.8783,60.92,16.79,136.35,66.56,85.51
100.02,18.66,46.78,77.65,54.13,36.17,54.94,,34.3463,41.1933,18.85,13.53,44.39,50.655,140.37,10.97,79.844,132.94,49.64,5.15,91.01,1460.842,49.34,53.94,39.49,11.68,164.74,52.68,181.67,98.63,25.82,27.68,16.92,140.82,10.99,69.78,59.05,18.17,63.52,66.07,52.86,55.29,28.43,26.51,73.7,50.97,93.63,33.24,122.839,53.1,16.69,53.4106,18.38,23.54,107.5774,60.17,16.79,134.72,63.19,84.08
104.59,18.68,47.11,77.99,54.21,36.91,55.05,,34.0888,41.1733,18.76,13.46,45.68,50.725,141.41,11.01,80.15,133.28,49.5,5.34,89.64,1477.296,50.49,54.17,39.6,11.61,167.72,53.23,186.03,98.63,25.97,27.78,16.87,139.98,11.79,69.9,59.32,18.27,63.75,66.26,53.13,55.13,28.17,26.65,74.72,51.56,94.19,33.26,121.296,53.07,17.05,53.4289,18.56,23.52,107.2869,60.84,17.13,135.06,65.12,84.6
104.63,19.01,46.92,77.98,54.46,37.08,55.45,,34.9899,42.12,18.93,13.41,46.35,49.875,142.13,10.815,80.482,134.34,49.72,5.21,89.84,1511.537,50.63,54.49,40.2,11.64,171.53,53.79,185.73,98.99,26.87,28.02,16.4,141.49,11.72,70.7,59.6,18.4,64.02,65.71,53.17,56.13,28.91,27.08,75.87,52.03,94.49,33.37,128.682,53.94,16.63,54.3945,18.79,23.82,109.1542,61.32,16.6,138.71,64.79,85.96
104.67,19.22,46.74,79.59,55.97,37.15,56.07,,36.0197,42.6333,19.66,13.53,46.44,50.6,142.68,11.19,80.73,137.61,50.4,5.55,90.36,1481.604,50.91,55.25,40.25,11.87,174.96,54.51,185.78,99.5,27.03,28.47,16.71,142.87,11.87,70.72,61.44,18.95,64.26,67.21,53.38,56.74,29.14,27.38,77.52,53.0,95.56,33.81,129.074,54.98,17.26,53.9299,18.69,24.01,111.1979,62.37,17.16,140.38,64.62,86.89
106.81,19.17,46.64,78.17,55.44,37.87,55.77,,35.4646,42.34,19.32,13.64,45.94,49.96,142.59,10.75,81.436,134.95,51.71,5.24,89.72,1468.533,50.95,55.17,39.6,11.76,175.69,54.7,187.01,98.64,27.06,28.47,16.11,141.77,11.96,70.27,61.28,18.64,64.21,66.54,51.55,56.56,28.87,26.36,76.83,53.2,93.91,33.72,136.8,54.44,16.49,52.7456,18.54,23.84,111.0423,61.57,16.58,139.63,65.7,87.48
105.8,19.34,46.41,77.84,55.32,37.4,55.22,,35.4485,42.3267,19.48,13.45,46.45,49.765,141.81,10.67,81.01,134.12,51.34,5.19,90.38,1442.216,51.04,54.7,38.9,11.87,175.72,54.44,186.07,97.91,26.24,28.22,15.94,142.58,11.75,69.73,60.93,18.52,63.89,66.14,52.21,56.28,28.26,26.09,76.48,52.82,93.49,33.4,136.169,54.26,16.26,50.9237,18.54,23.43,110.2331,61.65,16.27,138.4,65.33,87.44
107.65,19.41,46.63,77.08,55.39,37.52,55.19,,36.0519,42.3867,20.34,13.08,46.92,49.62,141.38,10.305,80.22,135.63,51.62,4.85,92.1,1492.345,51.43,55.05,38.59,11.68,176.87,54.52,187.61,98.38,27.21,28.54,15.31,143.24,12.04,69.63,61.91,18.5,64.1,66.22,50.59,56.77,28.41,26.1,76.63,52.83,93.56,33.51,140.109,54.34,15.5,50.368,18.68,23.39,110.9489,61.79,16.32,136.78,66.65,86.77
105.99,19.63,46.22,77.4,55.025,37.11,55.45,,36.2611,42.4733,20.4,12.96,46.6,49.86,141.93,10.4,80.85,136.15,51.32,4.82,91.59,1489.45,51.15,55.25,38.6,11.57,175.93,54.91,186.1,98.37,27.58,28.94,15.56,143.4,11.84,69.35,63.39,18.89,63.81,66.78,51.48,55.9,28.56,26.82,76.33,53.43,94.27,34.1,137.156,54.88,15.95,50.9328,18.95,23.64,110.6481,62.5,16.09,136.68,65.18,86.95
107.31,20.27,46.21,78.45,55.8,37.65,55.49,,36.4703,42.76,20.63,13.12,46.3,50.615,143.54,10.7,81.04,138.39,52.66,5.0,92.6,1504.1,51.96,55.76,39.23,11.93,178.22,55.2,187.29,99.0,27.59,29.05,15.69,144.15,12.1,69.84,65.09,19.17,64.09,68.01,54.31,56.2,29.0,27.01,76.63,53.45,95.52,34.51,141.328,55.57,16.04,50.9237,18.47,23.85,111.5299,63.48,16.87,135.76,66.12,86.73
